tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration,medical_service
N584ST,04-Feb-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:21PM MST,02:59PM MST,0:37,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,04-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Glasgow, MT",L 48.36397 -107.72827,01:14PM MST,Last seen 01:29PM MST,0:15,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,14-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",06:33PM MST,07:31PM MST,0:57,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,14-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",05:24PM MST,06:03PM MST,0:39,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,07-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:49PM MST,12:34AM MST (+1),0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,07-Dec-2020,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",09:58PM MST,10:49PM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N584ST,07-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.16296 -105.50671,08:47PM MST,Last seen 08:59PM MST,0:12,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Feb-2021,PC12,Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:44PM CST,06:43PM MST,1:59,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,08-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",07:29AM MST,09:53AM CST,1:24,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Feb-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:32AM MST,05:23AM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:32AM MST,03:21AM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:00PM MST,04:46PM MST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:15PM MST,03:00PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Glasgow, MT",L 48.35963 -107.80147,01:09PM MST,Last seen 01:23PM MST,0:14,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,Bismarck Muni (KBIS),"Bismarck Muni (Bismarck, ND) - KBIS",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:10PM CST,12:30PM MST,1:20,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Bismarck Muni (KBIS),"Bismarck Muni (Bismarck, ND) - KBIS",09:07AM MST,10:56AM CST,0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",07:59AM MST,08:14AM MST,0:14,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Feb-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",06:46PM MST,07:40PM MST,0:53,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Feb-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Sher-Wood (KPWD),"Sher-Wood (Plentywood, MT) - KPWD",08:13PM MST,08:19PM MST,0:06,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Feb-2021,PC12,Baker Muni (KBHK),"Baker Muni (Baker, MT) - KBHK",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:32PM MST,07:27PM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Baker, MT",L 46.53590 -104.48726,05:10PM MST,Last seen 05:42PM MST,0:32,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Feb-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:21AM MST,12:05PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Feb-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",09:32AM MST,10:21AM MST,0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:45PM MST,12:28AM MST (+1),0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",10:09PM MST,10:56PM MST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:52PM MST,06:36PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Jan-2021,PC12,Big Sky Fld (S85),"Big Sky Fld (Culbertson, MT) - S85",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",04:02PM MST,05:03PM MST,1:00,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Sidney, MT",L 48.15321 -104.58428,02:07PM MST,Last seen 02:29PM MST,0:21,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",03:34PM MST,04:18PM MST,0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,"Near Wolf Point, MT",L 48.07431 -105.30360,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",01:29PM MST,02:23PM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.18109 -105.44600,12:30PM MST,Last seen 12:43PM MST,0:12,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",07:41AM MST,08:23AM MST,0:41,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",05:58AM MST,06:53AM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",04:54AM MST,05:07AM MST,0:13,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,28-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",06:40PM MST,07:21PM MST,0:40,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,28-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",04:45PM MST,05:41PM MST,0:56,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,28-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",03:33PM MST,04:27PM MST (?),0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,28-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:49AM MST,12:30PM MST,0:40,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,28-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",10:07AM MST,10:59AM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",10:22PM MST,11:02PM MST,0:40,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Baker Muni (KBHK),"Baker Muni (Baker, MT) - KBHK",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",08:43PM MST,09:41PM MST,0:58,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Baker Muni (KBHK),"Baker Muni (Baker, MT) - KBHK",07:14PM MST,07:56PM MST,0:41,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:17PM MST,04:58PM MST,0:41,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:18PM MST,03:09PM MST,0:50,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Minot Intl (KMOT),"Minot Intl (Minot, ND) - KMOT",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",01:25PM CST,01:31PM MST,1:06,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Minot Intl (KMOT),"Minot Intl (Minot, ND) - KMOT",10:43AM MST,12:29PM CST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",09:36AM MST,09:55AM MST,0:18,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:02PM MST,11:54PM MST,0:52,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",09:25PM MST,10:15PM MST,0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",08:19PM MST,09:05PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:31PM MST,07:17PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:49PM MST,05:34PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:53PM MST,03:53PM MST,1:00,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",01:29PM MST,01:48PM MST,0:19,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,25-Jan-2021,PC12,Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",03:57PM MST,04:52PM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,25-Jan-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",02:07PM MST,02:51PM MST,0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,25-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Malta (M75),"Malta (Malta, MT) - M75",12:57PM MST,01:15PM MST,0:17,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,23-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",09:13PM MST,09:59PM MST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,23-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",07:39PM MST,08:24PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,23-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:48PM MST,01:38PM MST,0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,23-Jan-2021,PC12,Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",10:49AM MST,11:40AM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,23-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Glendive, MT",L 47.32165 -105.09965,08:13AM MST,Last seen 08:34AM MST,0:20,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,22-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",07:42AM MST,08:28AM MST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,22-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",05:14AM MST,06:03AM MST,0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,22-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.11686 -105.66953,04:10AM MST,Last seen 04:22AM MST,0:11,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,21-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",09:46PM MST,10:32PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,21-Jan-2021,PC12,Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",07:26PM MST,08:22PM MST,0:56,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,21-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",05:48PM MST,06:13PM MST (?),0:25,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,20-Jan-2021,PC12,Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",09:35PM MST,10:23PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,20-Jan-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",07:00PM MST,07:45PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,20-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Glasgow, MT",L 48.35120 -107.72232,05:51PM MST,Last seen 06:06PM MST,0:15,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,18-Jan-2021,PC12,Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:01PM CST,05:57PM MST,1:56,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,18-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",05:17AM MST,07:53AM CST,1:35,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",02:37PM MST,03:32PM MST,0:55,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",03:26PM MST,04:12PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.16374 -105.56058,02:00PM MST,Last seen 02:11PM MST,0:11,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",09:18AM MST,09:59AM MST,0:40,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:52AM MST,07:47AM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.13600 -105.75233,05:43AM MST,Last seen 05:52AM MST,0:09,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:58PM MST,06:42PM MST,0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",04:29PM MST,05:22PM MST,0:52,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.11760 -105.69617,03:28PM MST,Last seen 03:38PM MST,0:10,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",10:40AM MST,12:16PM MST,1:35,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:42AM MST,06:27AM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Big Sky Fld (S85),"Big Sky Fld (Culbertson, MT) - S85",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",03:47AM MST,04:55AM MST,1:07,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",02:31AM MST,03:04AM MST (?),0:32,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
