tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N71TP,17-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>01:10AM <span class=""tz"">MST</span></td>","<td>01:52AM <span class=""tz"">MST</span></td>",0:42,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>11:20PM <span class=""tz"">MST</span></td>","<td>12:15AM <span class=""tz"">MST</span> (+1)</td>",0:55,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Wolf Point, MT","<td>10:24PM <span class=""tz"">MST</span></td>","<td><em>Last seen 10:35PM <span class=""tz"">MST</span></em></td>",<em>0:10</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>12:56PM <span class=""tz"">MST</span></td>","<td>01:42PM <span class=""tz"">MST</span></td>",0:45,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Nov-2020,PC12,"<span dir=""ltr"">Malta</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>11:19AM <span class=""tz"">MST</span></td>","<td>11:59AM <span class=""tz"">MST</span></td>",0:40,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Glasgow, MT","<td>10:04AM <span class=""tz"">MST</span></td>","<td><em>Last seen 10:15AM <span class=""tz"">MST</span></em></td>",<em>0:10</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>08:00PM <span class=""tz"">MST</span></td>","<td>08:48PM <span class=""tz"">MST</span></td>",0:48,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>05:51PM <span class=""tz"">MST</span></td>","<td>06:39PM <span class=""tz"">MST</span></td>",0:48,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">L M Clayton</span>","<td>04:02PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>04:48PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:45,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Nov-2020,PC12,"<span dir=""ltr"">Malta</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>02:29PM <span class=""tz"">MST</span></td>","<td>03:09PM <span class=""tz"">MST</span></td>",0:40,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,14-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Glasgow, MT","<td>12:59PM <span class=""tz"">MST</span></td>","<td><em>Last seen 01:08PM <span class=""tz"">MST</span></em></td>",<em>0:08</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>05:37PM <span class=""tz"">MST</span></td>","<td>06:20PM <span class=""tz"">MST</span></td>",0:43,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>03:38PM <span class=""tz"">MST</span></td>","<td>04:35PM <span class=""tz"">MST</span></td>",0:57,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Wolf Point, MT","<td>02:20PM <span class=""tz"">MST</span></td>","<td><em>Last seen 02:30PM <span class=""tz"">MST</span></em></td>",<em>0:09</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>01:16PM <span class=""tz"">MST</span></td>","<td>01:54PM <span class=""tz"">MST</span></td>",0:38,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Sher-Wood</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>10:45AM <span class=""tz"">MST</span></td>","<td>11:56AM <span class=""tz"">MST</span></td>",1:10,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Sher-Wood</span>","<td>09:22AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>09:47AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:25,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>02:50AM <span class=""tz"">MST</span></td>","<td>03:35AM <span class=""tz"">MST</span></td>",0:44,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,13-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>01:03AM <span class=""tz"">MST</span></td>","<td>01:59AM <span class=""tz"">MST</span></td>",0:56,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Wolf Point, MT","<td>11:59PM <span class=""tz"">MST</span></td>","<td><em>Last seen 12:10AM <span class=""tz"">MST</span> (+1)</em></td>",<em>0:10</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>08:20PM <span class=""tz"">MST</span></td>","<td>09:04PM <span class=""tz"">MST</span></td>",0:44,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Nov-2020,PC12,"<span dir=""ltr"">Dawson Community</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>06:40PM <span class=""tz"">MST</span></td>","<td>07:30PM <span class=""tz"">MST</span></td>",0:50,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,12-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Glendive, MT","<td>05:03PM <span class=""tz"">MST</span></td>","<td><em>Last seen 05:26PM <span class=""tz"">MST</span></em></td>",<em>0:23</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>08:16PM <span class=""tz"">MST</span></td>","<td>09:01PM <span class=""tz"">MST</span></td>",0:45,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Nov-2020,PC12,"<span dir=""ltr"">Poplar Muni</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>06:09PM <span class=""tz"">MST</span></td>","<td>07:11PM <span class=""tz"">MST</span></td>",1:01,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Poplar Muni</span>","<td>05:03PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>05:18PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:15,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>09:46PM <span class=""tz"">MST</span></td>","<td>10:34PM <span class=""tz"">MST</span></td>",0:47,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>08:06PM <span class=""tz"">MST</span></td>","<td>08:56PM <span class=""tz"">MST</span></td>",0:49,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Great Falls Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>06:00PM <span class=""tz"">MST</span></td>","<td>06:52PM <span class=""tz"">MST</span></td>",0:52,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Poplar Muni</span>","<span dir=""ltr"">Great Falls Intl</span>","<td>02:21PM <span class=""tz"">MST</span></td>","<td>03:30PM <span class=""tz"">MST</span></td>",1:08,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Poplar Muni</span>","<td>12:24PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>01:19PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:54,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Baker Muni</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>10:36AM <span class=""tz"">MST</span></td>","<td>11:24AM <span class=""tz"">MST</span></td>",0:47,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Baker Muni</span>","<td>09:04AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>09:41AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:37,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>11:05PM <span class=""tz"">MST</span></td>","<td>11:53PM <span class=""tz"">MST</span></td>",0:48,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Circle Town County</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>09:32PM <span class=""tz"">MST</span></td>","<td>10:14PM <span class=""tz"">MST</span></td>",0:41,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Circle Town County</span>","<td>07:58PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>08:42PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:43,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>06:37PM <span class=""tz"">MST</span></td>","<td>07:24PM <span class=""tz"">MST</span></td>",0:46,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Poplar Muni</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>05:17PM <span class=""tz"">MST</span></td>","<td>06:07PM <span class=""tz"">MST</span></td>",0:50,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","Near Wolf Point, MT","<td>03:58PM <span class=""tz"">MST</span></td>","<td><em>Last seen 04:10PM <span class=""tz"">MST</span></em></td>",<em>0:12</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>03:35PM <span class=""tz"">MST</span></td>","<td>04:30PM <span class=""tz"">MST</span></td>",0:55,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>01:34PM <span class=""tz"">MST</span></td>","<td>02:33PM <span class=""tz"">MST</span></td>",0:59,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">L M Clayton</span>","<td>12:31PM <span class=""tz"">MST</span></td>","<td>12:49PM <span class=""tz"">MST</span></td>",0:18,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Nov-2020,PC12,"<span dir=""ltr"">Great Falls Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>10:02PM <span class=""tz"">MST</span></td>","<td>10:54PM <span class=""tz"">MST</span></td>",0:51,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Nov-2020,PC12,"<span dir=""ltr"">Malta</span>","<span dir=""ltr"">Great Falls Intl</span>","<td>07:28PM <span class=""tz"">MST</span></td>","<td>08:13PM <span class=""tz"">MST</span></td>",0:44,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>06:23PM <span class=""tz"">MST</span></td>","<td>07:08PM <span class=""tz"">MST</span></td>",0:45,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>04:14PM <span class=""tz"">MST</span></td>","<td>05:04PM <span class=""tz"">MST</span></td>",0:50,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>01:26PM <span class=""tz"">MST</span></td>","<td>02:09PM <span class=""tz"">MST</span></td>",0:42,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Nov-2020,PC12,"Near Wolf Point, MT","<span dir=""ltr"">Billings Logan Intl</span>","<td>11:07AM <span class=""tz"">MST</span></td>","<td>12:07PM <span class=""tz"">MST</span></td>",1:00,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Poplar Muni</span>","<td>09:48AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>10:03AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:15,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>10:50PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>11:31PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:40,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Nov-2020,PC12,"<span dir=""ltr"">L M Clayton</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>09:10PM <span class=""tz"">MST</span></td>","<td>09:58PM <span class=""tz"">MST</span></td>",0:48,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>03:10PM <span class=""tz"">MST</span></td>","<td>03:51PM <span class=""tz"">MST</span></td>",0:40,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Nov-2020,PC12,"<span dir=""ltr"">Poplar Muni</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>01:10PM <span class=""tz"">MST</span></td>","<td>02:05PM <span class=""tz"">MST</span></td>",0:55,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Nov-2020,PC12,"Near Wolf Point, MT","Near Wolf Point, MT","<em>First seen 12:13PM <span class=""tz"">MST</span></em>","<td><em>Last seen 12:16PM <span class=""tz"">MST</span></em></td>",<em>0:02</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>05:06PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>05:51PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:44,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Nov-2020,PC12,"<span dir=""ltr"">Frank Wiley Fld</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>03:08PM <span class=""tz"">MST</span></td>","<td>03:44PM <span class=""tz"">MST</span></td>",0:36,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Nov-2020,PC12,"Near Glasgow, MT","<span dir=""ltr"">Frank Wiley Fld</span>","<em>First seen 12:58PM <span class=""tz"">MST</span></em>","<td>01:20PM <span class=""tz"">MST</span></td>",0:21,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>09:16PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>10:01PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:44,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"<span dir=""ltr"">Baker Muni</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>07:35PM <span class=""tz"">MST</span></td>","<td>08:27PM <span class=""tz"">MST</span></td>",0:52,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Baker Muni</span>","<td>06:13PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>06:45PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:32,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>11:34AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>12:21PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:46,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"<span dir=""ltr"">Scobey</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>09:33AM <span class=""tz"">MST</span></td>","<td>10:30AM <span class=""tz"">MST</span></td>",0:57,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,01-Nov-2020,PC12,"Near Wolf Point, MT","Near Wolf Point, MT","<em>First seen 08:44AM <span class=""tz"">MST</span></em>","<td><em>Last seen 08:49AM <span class=""tz"">MST</span></em></td>",<em>0:04</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Oct-2020,PC12,"<span dir=""ltr"">Great Falls Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>07:11PM <span class=""tz"">MDT</span></td>","<td><span title=""result unknown""><i>07:58PM <span class=""tz"">MDT</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:47,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Oct-2020,PC12,"<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<span dir=""ltr"">Great Falls Intl</span>","<td>04:09PM <span class=""tz"">MDT</span></td>","<td>05:13PM <span class=""tz"">MDT</span></td>",1:03,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Oct-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>02:08PM <span class=""tz"">MDT</span></td>","<td><span title=""result unknown""><i>02:58PM <span class=""tz"">MDT</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:50,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Oct-2020,PC12,"<span dir=""ltr"">Malta</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>12:43PM <span class=""tz"">MDT</span></td>","<td>01:17PM <span class=""tz"">MDT</span></td>",0:34,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Oct-2020,PC12,"<span dir=""ltr"">Billings Logan Intl</span>","<span dir=""ltr"">Wokal Fld/Glasgow-Valley County</span>","<td>08:54PM <span class=""tz"">MDT</span></td>","<td><span title=""result unknown""><i>09:35PM <span class=""tz"">MDT</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:40,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Oct-2020,PC12,"<span dir=""ltr"">Big Sky Fld</span>","<span dir=""ltr"">Billings Logan Intl</span>","<td>06:59PM <span class=""tz"">MDT</span></td>","<td>08:05PM <span class=""tz"">MDT</span></td>",1:06,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Oct-2020,PC12,"Near Sidney, MT","Near Sidney, MT","<em>First seen 06:53PM <span class=""tz"">MDT</span></em>","<td><em>Last seen 07:00PM <span class=""tz"">MDT</span></em></td>",<em>0:06</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Oct-2020,PC12,"Near Glasgow, MT","Near Sidney, MT","<em>First seen 06:06PM <span class=""tz"">MDT</span></em>","<td><em>Last seen 06:20PM <span class=""tz"">MDT</span></em></td>",<em>0:14</em>,N71TP,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N414PA,17-Dec-2020,C414,"Near Ruston, LA","Near Ruston, LA","<em>First seen 01:22PM <span class=""tz"">CST</span></em>","<td><em>Last seen 01:27PM <span class=""tz"">CST</span></em></td>",<em>0:05</em>,N414PA,PAFFORD EMERGENCY MEDICAL SERVICES INC            
N370CS,30-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Redding Muni</span>","<td>08:29PM <span class=""tz"">PST</span></td>","<td>09:07PM <span class=""tz"">PST</span></td>",0:37,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,"<span dir=""ltr"">Sacramento Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>07:50AM <span class=""tz"">PST</span></td>","<td>07:59AM <span class=""tz"">PST</span></td>",0:08,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Sacramento Intl</span>","<td>02:53AM <span class=""tz"">PST</span></td>","<td>03:22AM <span class=""tz"">PST</span></td>",0:29,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>01:36AM <span class=""tz"">PST</span></td>","<td>02:20AM <span class=""tz"">PST</span></td>",0:44,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<td>09:37PM <span class=""tz"">PST</span></td>","<td>10:25PM <span class=""tz"">PST</span></td>",0:47,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>08:37PM <span class=""tz"">PST</span></td>","<td>09:04PM <span class=""tz"">PST</span></td>",0:27,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>02:14AM <span class=""tz"">PST</span></td>","<td>02:38AM <span class=""tz"">PST</span></td>",0:23,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>12:46AM <span class=""tz"">PST</span></td>","<td>01:36AM <span class=""tz"">PST</span></td>",0:49,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,27-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<td>09:22PM <span class=""tz"">PST</span></td>","<td>10:05PM <span class=""tz"">PST</span></td>",0:43,N370CS,REACH AIR MEDICAL SERVICES LLC                    
