tail_number,dates,aircraft,origin,destination,departure,arrival,duration,NAME
N959MA,31-Oct-20,PC12,N Platte Rgnl,Atkinson Muni,08:19PM CDT,09:38PM CDT,1:18,AIR METHODS CORP                                  
N959MA,31-Oct-20,PC12,St Louis Downtown,N Platte Rgnl,02:13AM CDT,04:39AM CDT,2:25,AIR METHODS CORP                                  
N959MA,30-Oct-20,PC12,Rosecrans Meml,St Louis Downtown,11:43PM CDT,12:43AM CDT,0:59,AIR METHODS CORP                                  
N959MA,30-Oct-20,PC12,N Platte Rgnl,Rosecrans Meml,09:02PM CDT,10:13PM CDT,1:10,AIR METHODS CORP                                  
N782AL,4-Feb-21,BE20,Sheridan County,Centennial,01:53PM MST,03:11PM MST,1:18,AIR METHODS CORP                                  
N782AL,4-Feb-21,BE20,Centennial,Sheridan County,11:07AM MST,12:35PM MST,1:27,AIR METHODS CORP                                  
N782AL,3-Feb-21,BE20,Holyoke,Centennial,09:41PM MST,10:30PM MST,0:49,AIR METHODS CORP                                  
N782AL,3-Feb-21,BE20,Centennial,Holyoke,08:34PM MST,09:22PM MST ,0:48,AIR METHODS CORP                                  
N782AL,3-Feb-21,BE20,Sidney Municipal,Centennial,05:32PM MST,06:13PM MST,0:40,AIR METHODS CORP                                  
N782AL,3-Feb-21,BE20,Centennial,Sidney Municipal,04:05PM MST,04:42PM MST ,0:36,AIR METHODS CORP                                  
N782AL,25-Jan-21,BE20,Kearny County,Centennial,06:49PM CST,06:41PM MST,0:52,AIR METHODS CORP                                  
N782AL,25-Jan-21,BE20,Garden City Rgnl,Centennial,05:34PM CST,05:28PM MST,0:53,AIR METHODS CORP                                  
N782AL,25-Jan-21,BE20,Centennial,Garden City Rgnl,11:38AM MST,01:38PM CST,0:59,AIR METHODS CORP                                  
N782AL,23-Jan-21,BE20,Gunnison Regional,Centennial,06:06PM MST,06:34PM MST,0:28,AIR METHODS CORP                                  
N782AL,23-Jan-21,BE20,Centennial,Gunnison Regional,04:18PM MST,04:56PM MST,0:37,AIR METHODS CORP                                  
N782AL,18-Jan-21,BE20,Greeley-Weld County,Centennial,08:23PM MST,08:41PM MST,0:18,AIR METHODS CORP                                  
N782AL,18-Jan-21,BE20,Western Neb Rgnl,Greeley-Weld County,06:36PM MST,07:01PM MST,0:24,AIR METHODS CORP                                  
N782AL,18-Jan-21,BE20,Centennial,Western Neb Rgnl,04:32PM MST,05:16PM MST ,0:43,AIR METHODS CORP                                  
N782AL,10-Jan-21,BE20,Cheyenne Rgnl,Centennial,10:26AM MST,10:59AM MST,0:32,AIR METHODS CORP                                  
N782AL,10-Jan-21,BE20,Centennial,Cheyenne Rgnl,08:56AM MST,09:22AM MST,0:26,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Cheyenne Rgnl,Centennial,09:51PM MST,10:29PM MST,0:38,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Centennial,Cheyenne Rgnl,08:43PM MST,09:14PM MST,0:30,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Cheyenne Rgnl,Centennial,04:42PM MST,05:18PM MST,0:35,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Centennial,Cheyenne Rgnl,03:14PM MST,03:44PM MST,0:29,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Centennial,Centennial,03:14PM MST,04:17PM MST ,1:03,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Kit Carson County,Centennial,01:53PM MST,02:28PM MST,0:34,AIR METHODS CORP                                  
N782AL,9-Jan-21,BE20,Centennial,Kit Carson County,12:26PM MST,12:59PM MST,0:32,AIR METHODS CORP                                  
N782AL,6-Jan-21,BE20,Shalz Fld,Centennial,08:42PM CST,08:32PM MST,0:49,AIR METHODS CORP                                  
N782AL,6-Jan-21,BE20,Centennial,Shalz Fld,04:52PM MST,06:38PM CST,0:46,AIR METHODS CORP                                  
N782AL,5-Jan-21,BE20,Yampa Valley,Centennial,08:38PM MST,09:20PM MST,0:42,AIR METHODS CORP                                  
N782AL,5-Jan-21,BE20,Centennial,Yampa Valley,06:03PM MST,06:41PM MST,0:38,AIR METHODS CORP                                  
N782AL,5-Jan-21,BE20,Yellowstone Rgnl,Centennial,02:27PM MST,03:56PM MST,1:28,AIR METHODS CORP                                  
N782AL,5-Jan-21,BE20,Centennial,Yellowstone Rgnl,11:14AM MST,12:42PM MST,1:28,AIR METHODS CORP                                  
N782AL,4-Jan-21,BE20,Casper/Natrona County Intl,Centennial,12:25PM MST,01:14PM MST,0:49,AIR METHODS CORP                                  
N782AL,4-Jan-21,BE20,Centennial,Casper/Natrona County Intl,09:37AM MST,10:43AM MST,1:05,AIR METHODS CORP                                  
N782AL,29-Dec-20,BE20,Sidney Municipal,Centennial,11:28AM MST,12:07PM MST,0:39,AIR METHODS CORP                                  
N782AL,29-Dec-20,BE20,Centennial,Sidney Municipal,09:24AM MST,10:05AM MST,0:40,AIR METHODS CORP                                  
N782AL,29-Dec-20,BE20,Casper/Natrona County Intl,Centennial,01:25AM MST,02:38AM MST,1:12,AIR METHODS CORP                                  
N782AL,28-Dec-20,BE20,Centennial,Casper/Natrona County Intl,10:36PM MST,11:38PM MST,1:02,AIR METHODS CORP                                  
N782AL,28-Dec-20,BE20,Northeast Wyoming Rgnl,Centennial,06:05PM MST,07:26PM MST,1:20,AIR METHODS CORP                                  
N782AL,28-Dec-20,BE20,Centennial,Northeast Wyoming Rgnl,03:46PM MST,04:48PM MST,1:01,AIR METHODS CORP                                  
N782AL,23-Dec-20,BE20,Shalz Fld,Centennial,11:51AM CST,11:42AM MST,0:51,AIR METHODS CORP                                  
N782AL,23-Dec-20,BE20,Centennial,Shalz Fld,07:44AM MST,09:29AM CST,0:44,AIR METHODS CORP                                  
N782AL,22-Dec-20,BE20,Northern Colorado Regional,Centennial,06:41PM MST,06:59PM MST,0:17,AIR METHODS CORP                                  
N782AL,22-Dec-20,BE20,Steamboat Sprgs,Northern Colorado Regional,05:06PM MST,05:31PM MST,0:24,AIR METHODS CORP                                  
N782AL,22-Dec-20,BE20,Centennial,Steamboat Sprgs,02:36PM MST,03:11PM MST,0:34,AIR METHODS CORP                                  
N782AL,20-Dec-20,BE20,Gunnison Regional,Centennial,08:44AM MST,09:35AM MST,0:51,AIR METHODS CORP                                  
N782AL,20-Dec-20,BE20,Centennial,Gunnison Regional,06:53AM MST,07:29AM MST,0:35,AIR METHODS CORP                                  
N782AL,19-Dec-20,BE20,Northern Colorado Regional,Centennial,03:25AM MST,03:45AM MST,0:19,AIR METHODS CORP                                  
N782AL,19-Dec-20,BE20,Yampa Valley,Northern Colorado Regional,12:57AM MST,01:35AM MST,0:38,AIR METHODS CORP                                  
N782AL,18-Dec-20,BE20,Centennial,Yampa Valley,11:35PM MST,12:26AM MST,0:51,AIR METHODS CORP                                  
N782AL,18-Dec-20,BE20,Ulysses,Centennial,05:03PM CST,04:57PM MST,0:53,AIR METHODS CORP                                  
N782AL,18-Dec-20,BE20,Centennial,Ulysses,01:13PM MST,03:05PM CST,0:51,AIR METHODS CORP                                  
N782AL,18-Dec-20,BE20,Centennial,Garden City Rgnl,01:13PM MST,,,AIR METHODS CORP                                  
N782AL,17-Dec-20,BE20,Hunt Fld,Centennial,05:59PM MST,07:06PM MST,1:06,AIR METHODS CORP                                  
N782AL,17-Dec-20,BE20,Centennial,Hunt Fld,03:52PM MST,05:04PM MST,1:12,AIR METHODS CORP                                  
N782AL,16-Dec-20,BE20,Torrington Muni,Centennial,02:18PM MST,03:00PM MST,0:42,AIR METHODS CORP                                  
N782AL,16-Dec-20,BE20,Centennial,Torrington Muni,12:26PM MST,01:07PM MST,0:40,AIR METHODS CORP                                  
N782AL,16-Dec-20,BE20,Cheyenne County Muni,Centennial,06:08AM CST,05:47AM MST,0:39,AIR METHODS CORP                                  
N782AL,16-Dec-20,BE20,Centennial,Cheyenne County Muni,03:45AM MST,05:23AM CST,0:38,AIR METHODS CORP                                  
N782AL,14-Dec-20,BE20,Alliance Muni,Centennial,09:09PM MST,10:06PM MST,0:57,AIR METHODS CORP                                  
N782AL,14-Dec-20,BE20,Centennial,Alliance Muni,07:04PM MST,07:49PM MST,0:45,AIR METHODS CORP                                  
N782AL,14-Dec-20,BE20,Cheyenne County Muni,Centennial,04:03PM CST,03:47PM MST,0:44,AIR METHODS CORP                                  
N782AL,14-Dec-20,BE20,Centennial,Cheyenne County Muni,01:26PM MST,03:03PM CST,0:36,AIR METHODS CORP                                  
N782AL,13-Dec-20,BE20,Syracuse-Hamilton County Muni,Centennial,09:52AM MST,10:40AM MST,0:47,AIR METHODS CORP                                  
N782AL,13-Dec-20,BE20,Centennial,Syracuse-Hamilton County Muni,07:55AM MST,08:37AM MST,0:41,AIR METHODS CORP                                  
N782AL,12-Dec-20,BE20,Montrose Rgnl,Centennial,04:31PM MST,05:13PM MST,0:42,AIR METHODS CORP                                  
N782AL,12-Dec-20,BE20,Centennial,Montrose Rgnl,02:31PM MST,03:18PM MST,0:46,AIR METHODS CORP                                  
N782AL,11-Dec-20,BE20,Northern Colorado Regional,Centennial,10:35PM MST,10:57PM MST,0:22,AIR METHODS CORP                                  
N782AL,11-Dec-20,BE20,Cheyenne County Muni,Northern Colorado Regional,07:58PM CST,07:44PM MST,0:46,AIR METHODS CORP                                  
N782AL,11-Dec-20,BE20,Centennial,Cheyenne County Muni,05:13PM MST,06:55PM CST,0:41,AIR METHODS CORP                                  
N782AL,6-Dec-20,BE20,Chadron Muni,Centennial,12:45AM MST,01:33AM MST,0:48,AIR METHODS CORP                                  
N782AL,5-Dec-20,BE20,Centennial,Chadron Muni,10:30PM MST,11:30PM MST,0:59,AIR METHODS CORP                                  
N782AL,4-Dec-20,BE20,Northeast Wyoming Rgnl,Centennial,05:21PM MST,06:25PM MST,1:03,AIR METHODS CORP                                  
N782AL,4-Dec-20,BE20,Centennial,Northeast Wyoming Rgnl,02:00PM MST,03:12PM MST,1:11,AIR METHODS CORP                                  
N782AL,29-Nov-20,BE20,Casper/Natrona County Intl,Centennial,12:46AM MST,01:39AM MST,0:52,AIR METHODS CORP                                  
N782AL,28-Nov-20,BE20,Centennial,Casper/Natrona County Intl,09:16PM MST,10:12PM MST,0:55,AIR METHODS CORP                                  
N782AL,27-Nov-20,BE20,Rifle Garfield County,Centennial,02:58AM MST,03:35AM MST,0:36,AIR METHODS CORP                                  
N782AL,26-Nov-20,BE20,Centennial,Rifle Garfield County,11:56PM MST,12:39AM MST,0:42,AIR METHODS CORP                                  
N782AL,26-Nov-20,BE20,Northern Colorado Regional,Centennial,09:21PM MST,09:37PM MST,0:15,AIR METHODS CORP                                  
N782AL,26-Nov-20,BE20,Sidney Municipal,Northern Colorado Regional,07:32PM MST,08:09PM MST,0:37,AIR METHODS CORP                                  
N782AL,26-Nov-20,BE20,Centennial,Sidney Municipal,05:54PM MST,06:33PM MST ,0:38,AIR METHODS CORP                                  
N782AL,25-Nov-20,BE20,Liberal Mid-America Rgnl,Centennial,12:22PM CST,12:22PM MST,1:00,AIR METHODS CORP                                  
N782AL,25-Nov-20,BE20,Centennial,Liberal Mid-America Rgnl,08:14AM MST,10:07AM CST,0:52,AIR METHODS CORP                                  
N782AL,24-Nov-20,BE20,Hunt Fld,Centennial,09:31PM MST,10:29PM MST,0:57,AIR METHODS CORP                                  
N782AL,24-Nov-20,BE20,Centennial,Hunt Fld,04:45PM MST,05:54PM MST,1:09,AIR METHODS CORP                                  
N782AL,21-Nov-20,BE20,Kit Carson County,Centennial,04:32PM MST,05:05PM MST,0:32,AIR METHODS CORP                                  
N782AL,21-Nov-20,BE20,Centennial,Kit Carson County,02:49PM MST,03:21PM MST,0:31,AIR METHODS CORP                                  
N782AL,20-Nov-20,BE20,Rawlins Muni/Harvey Fld,Centennial,10:34PM MST,11:16PM MST,0:41,AIR METHODS CORP                                  
N782AL,20-Nov-20,BE20,Centennial,Rawlins Muni/Harvey Fld,07:00PM MST,07:53PM MST,0:52,AIR METHODS CORP                                  
N782AL,19-Nov-20,BE20,Rawlins Muni/Harvey Fld,Centennial,06:57AM MST,07:40AM MST,0:42,AIR METHODS CORP                                  
N782AL,19-Nov-20,BE20,Centennial,Rawlins Muni/Harvey Fld,04:23AM MST,05:21AM MST,0:57,AIR METHODS CORP                                  
N782AL,19-Nov-20,BE20,Centennial,Centennial,12:26AM MST,01:22AM MST,0:56,AIR METHODS CORP                                  
N782AL,19-Nov-20,BE20,Centennial,Rawlins Muni/Harvey Fld,12:26AM MST,,,AIR METHODS CORP                                  
N782AL,18-Nov-20,BE20,Phifer Airfield,Centennial,05:56PM MST,06:35PM MST,0:39,AIR METHODS CORP                                  
N782AL,18-Nov-20,BE20,Centennial,Phifer Airfield,04:20PM MST,04:58PM MST,0:37,AIR METHODS CORP                                  
N782AL,17-Nov-20,BE20,Gordon Muni,Centennial,01:48AM MST,02:43AM MST,0:54,AIR METHODS CORP                                  
N782AL,16-Nov-20,BE20,Centennial,Gordon Muni,10:54PM MST,11:52PM MST ,0:58,AIR METHODS CORP                                  
N782AL,15-Nov-20,BE20,Four Corners Rgnl,Centennial,10:28PM MST,11:25PM MST,0:57,AIR METHODS CORP                                  
N782AL,15-Nov-20,BE20,Centennial,Four Corners Rgnl,07:41PM MST,08:44PM MST,1:02,AIR METHODS CORP                                  
N782AL,15-Nov-20,BE20,Holyoke,Centennial,12:48AM MST,01:25AM MST,0:36,AIR METHODS CORP                                  
N782AL,14-Nov-20,BE20,Lincoln,Holyoke,11:58PM CST,12:23AM MST ,1:25,AIR METHODS CORP                                  
N782AL,14-Nov-20,BE20,Searle Fld,Lincoln,08:04PM MST,09:58PM CST,0:54,AIR METHODS CORP                                  
N782AL,14-Nov-20,BE20,Holyoke,Searle Fld,06:38PM MST,06:53PM MST,0:14,AIR METHODS CORP                                  
N782AL,14-Nov-20,BE20,Centennial,Holyoke,05:33PM MST,06:07PM MST ,0:33,AIR METHODS CORP                                  
N782AL,14-Nov-20,BE20,Converse County,Centennial,03:24AM MST,04:14AM MST,0:49,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Centennial,Converse County,11:35PM MST,12:34AM MST ,0:58,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Salida Arpt Harriett Alexander Field,Centennial,04:26PM MST,04:52PM MST,0:25,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Gunnison Regional,Salida Arpt Harriett Alexander Field,03:51PM MST,04:14PM MST,0:22,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Eagle County,Gunnison Regional,03:11PM MST,03:40PM MST,0:28,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Steamboat Sprgs,Eagle County,02:30PM MST,02:54PM MST,0:24,AIR METHODS CORP                                  
N782AL,13-Nov-20,BE20,Centennial,Steamboat Sprgs,01:46PM MST,02:20PM MST,0:33,AIR METHODS CORP                                  
N782AL,10-Nov-20,BE20,Durango-La Plata County,Centennial,02:11PM MST,02:58PM MST,0:47,AIR METHODS CORP                                  
N782AL,10-Nov-20,BE20,Grants-Milan Muni,Durango-La Plata County,11:04AM MST,11:34AM MST,0:30,AIR METHODS CORP                                  
N782AL,10-Nov-20,BE20,Centennial,Grants-Milan Muni,07:42AM MST,08:52AM MST ,1:10,AIR METHODS CORP                                  
N782AL,10-Nov-20,BE20,Durango-La Plata County,Centennial,02:47AM MST,03:43AM MST,0:55,AIR METHODS CORP                                  
N782AL,10-Nov-20,BE20,Centennial,Durango-La Plata County,01:07AM MST,02:01AM MST,0:53,AIR METHODS CORP                                  
N782AL,9-Nov-20,BE20,Northern Colorado Regional,Centennial,12:55PM MST,01:21PM MST,0:26,AIR METHODS CORP                                  
N782AL,9-Nov-20,BE20,Laramie Rgnl,Northern Colorado Regional,11:13AM MST,11:41AM MST,0:27,AIR METHODS CORP                                  
N782AL,9-Nov-20,BE20,Centennial,Laramie Rgnl,09:10AM MST,09:46AM MST,0:35,AIR METHODS CORP                                  
N782AL,6-Nov-20,BE20,Liberal Mid-America Rgnl,Centennial,10:55AM CST,10:48AM MST,0:53,AIR METHODS CORP                                  
N782AL,6-Nov-20,BE20,Centennial,Liberal Mid-America Rgnl,07:55AM MST,09:53AM CST,0:57,AIR METHODS CORP                                  
N782AL,3-Nov-20,BE20,Colorado Sprgs Muni,Centennial,04:44PM MST,05:18PM MST,0:34,AIR METHODS CORP                                  
N782AL,3-Nov-20,BE20,Centennial,Colorado Sprgs Muni,04:10PM MST,04:27PM MST,0:16,AIR METHODS CORP                                  
N782AL,3-Nov-20,BE20,Colorado Sprgs Muni,Centennial,03:02PM MST,03:26PM MST,0:23,AIR METHODS CORP                                  
N782AL,3-Nov-20,BE20,Centennial,Colorado Sprgs Muni,02:18PM MST,02:41PM MST,0:23,AIR METHODS CORP                                  
N782AL,2-Nov-20,BE20,Centennial,Centennial,05:53PM MST,06:22PM MST,0:28,AIR METHODS CORP                                  
N782AL,2-Nov-20,BE20,"Near Denver, CO","Near Denver, CO",05:39PM MST,05:47PM MST,0:08,AIR METHODS CORP                                  
N782AL,2-Nov-20,BE20,Centennial,"Near Denver, CO",05:25PM MST,05:37PM MST,0:11,AIR METHODS CORP                                  
N783AL,12-Feb-21,BE20,Fort Morgan Muni,Centennial,09:20PM MST,09:47PM MST,0:26,AIR METHODS CORP                                  
N783AL,12-Feb-21,BE20,Centennial,Fort Morgan Muni,07:16PM MST,07:44PM MST,0:27,AIR METHODS CORP                                  
N783AL,10-Feb-21,BE20,Fort Morgan Muni,Centennial,09:53PM MST,10:14PM MST,0:21,AIR METHODS CORP                                  
N783AL,10-Feb-21,BE20,Centennial,Fort Morgan Muni,08:06PM MST,08:30PM MST,0:23,AIR METHODS CORP                                  
N783AL,10-Feb-21,BE20,Casper/Natrona County Intl,Centennial,04:08PM MST,05:02PM MST,0:53,AIR METHODS CORP                                  
N783AL,10-Feb-21,BE20,Centennial,Casper/Natrona County Intl,01:49PM MST,02:48PM MST,0:58,AIR METHODS CORP                                  
N783AL,9-Feb-21,BE20,Yampa Valley,Centennial,11:05PM MST,11:36PM MST,0:31,AIR METHODS CORP                                  
N783AL,9-Feb-21,BE20,Centennial,Yampa Valley,08:15PM MST,08:52PM MST,0:36,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Greeley-Weld County,Centennial,10:46PM MST,11:02PM MST,0:15,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Sterling Muni,Greeley-Weld County,08:29PM MST,08:53PM MST,0:24,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Fort Morgan Muni,Sterling Muni,06:14PM MST,06:25PM MST,0:11,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Centennial,Fort Morgan Muni,05:24PM MST,05:47PM MST,0:22,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Western Neb Rgnl,Centennial,12:46PM MST,01:41PM MST,0:55,AIR METHODS CORP                                  
N783AL,8-Feb-21,BE20,Centennial,Western Neb Rgnl,11:42AM MST,12:27PM MST ,0:45,AIR METHODS CORP                                  
