tail_number,dates,aircraft,origin,destination,departure,arrival,duration,NAME
N911WN,14-Dec-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,07:41PM MST,08:22PM MST ,0:40,GUARDIAN FLIGHT LLC                               
N911WN,14-Dec-20,PC12,Northeast Wyoming Rgnl,Casper/Natrona County Intl,05:31PM MST,06:00PM MST,0:28,GUARDIAN FLIGHT LLC                               
N911WN,14-Dec-20,PC12,Western Neb Rgnl,Northeast Wyoming Rgnl,03:00PM MST,03:48PM MST,0:48,GUARDIAN FLIGHT LLC                               
N911WN,14-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,02:09AM MST,02:40AM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,14-Dec-20,PC12,Kimball Municipal,Northern Colorado Regional,12:13AM MST,12:38AM MST,0:24,GUARDIAN FLIGHT LLC                               
N911WN,13-Dec-20,PC12,Western Neb Rgnl,Kimball Municipal,11:00PM MST,11:13PM MST,0:13,GUARDIAN FLIGHT LLC                               
N911WN,13-Dec-20,PC12,Centennial,Western Neb Rgnl,02:16PM MST,03:04PM MST ,0:47,GUARDIAN FLIGHT LLC                               
N911WN,13-Dec-20,PC12,Western Neb Rgnl,Centennial,10:35AM MST,11:12AM MST,0:37,GUARDIAN FLIGHT LLC                               
N911WN,13-Dec-20,PC12,Greeley-Weld County,Western Neb Rgnl,04:41AM MST,05:08AM MST,0:26,GUARDIAN FLIGHT LLC                               
N911WN,13-Dec-20,PC12,Western Neb Rgnl,Greeley-Weld County,02:01AM MST,02:26AM MST,0:24,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,11:21PM MST,11:55PM MST,0:33,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Western Neb Rgnl,Casper/Natrona County Intl,09:18PM MST,10:02PM MST,0:44,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,04:29PM MST,05:01PM MST,0:32,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Western Neb Rgnl,Northern Colorado Regional,02:46PM MST,03:25PM MST,0:39,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,08:07AM MST,08:36AM MST,0:28,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Kimball Municipal,Northern Colorado Regional,06:40AM MST,07:05AM MST,0:24,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Western Neb Rgnl,Kimball Municipal,05:30AM MST,05:44AM MST,0:13,GUARDIAN FLIGHT LLC                               
N911WN,12-Dec-20,PC12,Centennial,Western Neb Rgnl,12:21AM MST,01:02AM MST,0:41,GUARDIAN FLIGHT LLC                               
N911WN,11-Dec-20,PC12,Western Neb Rgnl,Centennial,09:42PM MST,10:30PM MST,0:48,GUARDIAN FLIGHT LLC                               
N911WN,11-Dec-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,07:40PM MST,08:17PM MST ,0:37,GUARDIAN FLIGHT LLC                               
N911WN,11-Dec-20,PC12,Phifer Airfield,Casper/Natrona County Intl,05:46PM MST,06:17PM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,11-Dec-20,PC12,Western Neb Rgnl,Phifer Airfield,04:31PM MST,04:49PM MST,0:17,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Rocky Mtn Metropolitan,Western Neb Rgnl,07:38PM MST,08:17PM MST,0:38,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Alliance Muni,Rocky Mtn Metropolitan,04:52PM MST,05:45PM MST,0:53,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Western Neb Rgnl,Alliance Muni,03:03PM MST,03:33PM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Rapid City Rgnl,Western Neb Rgnl,03:42AM MST,04:18AM MST,0:35,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Gordon Muni,Rapid City Rgnl,01:50AM MST,02:13AM MST,0:23,GUARDIAN FLIGHT LLC                               
N911WN,10-Dec-20,PC12,Western Neb Rgnl,Gordon Muni,12:15AM MST,12:36AM MST,0:20,GUARDIAN FLIGHT LLC                               
N911WN,9-Dec-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,06:04PM MST,06:40PM MST,0:35,GUARDIAN FLIGHT LLC                               
N911WN,9-Dec-20,PC12,Western Neb Rgnl,Casper/Natrona County Intl,03:45PM MST,04:28PM MST,0:42,GUARDIAN FLIGHT LLC                               
N911WN,9-Dec-20,PC12,N Platte Rgnl,Western Neb Rgnl,06:09AM CST,05:49AM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,9-Dec-20,PC12,Western Neb Rgnl,N Platte Rgnl,02:53AM MST,04:30AM CST,0:36,GUARDIAN FLIGHT LLC                               
N911WN,7-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,10:00PM MST,10:33PM MST,0:32,GUARDIAN FLIGHT LLC                               
N911WN,7-Dec-20,PC12,Alliance Muni,Northern Colorado Regional,08:07PM MST,08:45PM MST,0:38,GUARDIAN FLIGHT LLC                               
N911WN,7-Dec-20,PC12,Western Neb Rgnl,Alliance Muni,06:41PM MST,06:52PM MST,0:11,GUARDIAN FLIGHT LLC                               
N911WN,7-Dec-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,05:21PM MST,05:56PM MST,0:34,GUARDIAN FLIGHT LLC                               
N911WN,7-Dec-20,PC12,Western Neb Rgnl,Casper/Natrona County Intl,02:40PM MST,03:24PM MST,0:44,GUARDIAN FLIGHT LLC                               
N911WN,6-Dec-20,PC12,Greeley-Weld County,Western Neb Rgnl,01:50AM MST,02:20AM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,6-Dec-20,PC12,Western Neb Rgnl,Greeley-Weld County,12:05AM MST,12:34AM MST,0:29,GUARDIAN FLIGHT LLC                               
N911WN,5-Dec-20,PC12,Rapid City Rgnl,Western Neb Rgnl,08:52PM MST,09:25PM MST,0:32,GUARDIAN FLIGHT LLC                               
N911WN,5-Dec-20,PC12,Gordon Muni,Rapid City Rgnl,06:33PM MST,06:59PM MST,0:25,GUARDIAN FLIGHT LLC                               
N911WN,5-Dec-20,PC12,Western Neb Rgnl,Gordon Muni,04:51PM MST,05:15PM MST,0:24,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Rapid City Rgnl,Western Neb Rgnl,10:53PM MST,11:27PM MST,0:33,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Chadron Muni,Rapid City Rgnl,08:51PM MST,09:13PM MST,0:22,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Western Neb Rgnl,Chadron Muni,07:25PM MST,07:48PM MST,0:22,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Kearney Rgnl,Western Neb Rgnl,05:27PM CST,05:28PM MST,1:00,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Western Neb Rgnl,Kearney Rgnl,02:15PM MST,04:13PM CST,0:57,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,N Platte Rgnl,Western Neb Rgnl,06:08AM CST,05:47AM MST,0:38,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Kimball Municipal,N Platte Rgnl,03:04AM MST,04:44AM CST,0:39,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Western Neb Rgnl,Kimball Municipal,01:27AM MST,01:40AM MST,0:13,GUARDIAN FLIGHT LLC                               
N911WN,4-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,12:09AM MST,12:49AM MST,0:39,GUARDIAN FLIGHT LLC                               
N911WN,3-Dec-20,PC12,Western Neb Rgnl,Northern Colorado Regional,10:42PM MST,11:11PM MST,0:28,GUARDIAN FLIGHT LLC                               
N911WN,3-Dec-20,PC12,Lincoln,Western Neb Rgnl,06:21PM CST,06:43PM MST,1:21,GUARDIAN FLIGHT LLC                               
N911WN,3-Dec-20,PC12,Gordon Muni,Lincoln,02:28PM MST,04:37PM CST,1:08,GUARDIAN FLIGHT LLC                               
N911WN,3-Dec-20,PC12,Western Neb Rgnl,Gordon Muni,12:52PM MST,01:15PM MST,0:23,GUARDIAN FLIGHT LLC                               
N911WN,2-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,03:42AM MST,04:12AM MST,0:29,GUARDIAN FLIGHT LLC                               
N911WN,2-Dec-20,PC12,Searle Fld,Northern Colorado Regional,01:30AM MST,02:07AM MST,0:36,GUARDIAN FLIGHT LLC                               
N911WN,2-Dec-20,PC12,Western Neb Rgnl,Searle Fld,12:05AM MST,12:29AM MST ,0:23,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Centennial,Western Neb Rgnl,07:43PM MST,08:29PM MST,0:45,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Western Neb Rgnl,Centennial,04:56PM MST,05:38PM MST,0:42,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Kearney Rgnl,Western Neb Rgnl,03:23PM CST,03:23PM MST,0:59,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Alliance Muni,Kearney Rgnl,10:46AM MST,12:33PM CST,0:47,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Western Neb Rgnl,Alliance Muni,10:41AM MST,10:51AM MST,0:10,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Western Neb Rgnl,Alliance Muni,09:11AM MST,09:24AM MST,0:12,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Northern Colorado Regional,Western Neb Rgnl,04:35AM MST,05:11AM MST,0:35,GUARDIAN FLIGHT LLC                               
N911WN,1-Dec-20,PC12,Western Neb Rgnl,Northern Colorado Regional,02:32AM MST,03:03AM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,30-Nov-20,PC12,Casper/Natrona County Intl,Western Neb Rgnl,12:09AM MST,12:41AM MST,0:32,GUARDIAN FLIGHT LLC                               
N911WN,29-Nov-20,PC12,Torrington Muni,Casper/Natrona County Intl,10:06PM MST,10:37PM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,29-Nov-20,PC12,Western Neb Rgnl,Torrington Muni,08:15PM MST,08:23PM MST,0:08,GUARDIAN FLIGHT LLC                               
N911WN,28-Nov-20,PC12,Centennial,Western Neb Rgnl,04:19PM MST,05:05PM MST,0:45,GUARDIAN FLIGHT LLC                               
N911WN,28-Nov-20,PC12,Western Neb Rgnl,Centennial,01:46PM MST,02:30PM MST,0:44,GUARDIAN FLIGHT LLC                               
N911WN,28-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,08:18AM MST,08:48AM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,28-Nov-20,PC12,Alliance Muni,Northern Colorado Regional,06:34AM MST,07:09AM MST,0:34,GUARDIAN FLIGHT LLC                               
N911WN,28-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,05:09AM MST,05:19AM MST,0:09,GUARDIAN FLIGHT LLC                               
N911WN,26-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,08:42PM MST,09:15PM MST ,0:33,GUARDIAN FLIGHT LLC                               
N911WN,26-Nov-20,PC12,Alliance Muni,Northern Colorado Regional,06:43PM MST,07:23PM MST,0:39,GUARDIAN FLIGHT LLC                               
N911WN,26-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,05:22PM MST,05:33PM MST,0:10,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Centennial,Western Neb Rgnl,08:30PM MST,09:14PM MST,0:43,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Cheyenne Rgnl,Centennial,05:12PM MST,05:41PM MST,0:29,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Western Neb Rgnl,Cheyenne Rgnl,03:10PM MST,03:30PM MST,0:20,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Cheyenne Rgnl,Western Neb Rgnl,01:44PM MST,02:06PM MST,0:22,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Alliance Muni,Cheyenne Rgnl,11:56AM MST,12:26PM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,24-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,09:50AM MST,09:59AM MST,0:08,GUARDIAN FLIGHT LLC                               
N911WN,23-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,08:22PM MST,08:51PM MST,0:28,GUARDIAN FLIGHT LLC                               
N911WN,23-Nov-20,PC12,Western Neb Rgnl,Northern Colorado Regional,06:48PM MST,07:18PM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,23-Nov-20,PC12,Centennial,Western Neb Rgnl,11:54AM MST,12:38PM MST,0:43,GUARDIAN FLIGHT LLC                               
N911WN,23-Nov-20,PC12,Western Neb Rgnl,Centennial,08:20AM MST,09:06AM MST,0:46,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,11:02PM MST,11:30PM MST,0:27,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Alliance Muni,Northern Colorado Regional,09:14PM MST,09:55PM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,"Near Scottsbluff, NE",Alliance Muni,07:45PM MST,07:57PM MST,0:11,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Centennial,Western Neb Rgnl,05:50PM MST,06:29PM MST,0:38,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Alliance Muni,Centennial,01:49PM MST,02:45PM MST,0:56,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,12:10PM MST,12:20PM MST,0:09,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Centennial,Western Neb Rgnl,05:09AM MST,05:47AM MST,0:37,GUARDIAN FLIGHT LLC                               
N911WN,20-Nov-20,PC12,Western Neb Rgnl,Centennial,01:56AM MST,02:41AM MST,0:44,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Eppley Airfield,Western Neb Rgnl,10:57PM CST,11:47PM MST ,1:49,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Alliance Muni,Eppley Airfield,07:19PM MST,09:25PM CST,1:06,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,06:49PM MST,07:00PM MST,0:10,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Kearney Rgnl,Western Neb Rgnl,04:12PM CST,04:21PM MST,1:08,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Alliance Muni,Kearney Rgnl,12:18PM MST,02:03PM CST,0:44,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,10:51AM MST,11:04AM MST,0:12,GUARDIAN FLIGHT LLC                               
N911WN,19-Nov-20,PC12,Lincoln,Western Neb Rgnl,02:51AM CST,03:26AM MST,1:34,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Western Neb Rgnl,Lincoln,10:28PM MST,12:37AM CST,1:08,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,07:42PM MST,08:14PM MST,0:32,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Alliance Muni,Northern Colorado Regional,05:16PM MST,06:00PM MST,0:43,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,03:51PM MST,04:02PM MST,0:10,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Centennial,Western Neb Rgnl,12:35PM MST,01:16PM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Torrington Muni,Centennial,09:35AM MST,10:28AM MST,0:52,GUARDIAN FLIGHT LLC                               
N911WN,18-Nov-20,PC12,Western Neb Rgnl,Torrington Muni,08:24AM MST,08:31AM MST,0:07,GUARDIAN FLIGHT LLC                               
N911WN,17-Nov-20,PC12,Eppley Airfield,Western Neb Rgnl,11:21PM CST,12:01AM MST,1:39,GUARDIAN FLIGHT LLC                               
N911WN,17-Nov-20,PC12,Western Neb Rgnl,Eppley Airfield,07:05PM MST,09:23PM CST,1:18,GUARDIAN FLIGHT LLC                               
N911WN,16-Nov-20,PC12,Western Neb Rgnl,Western Neb Rgnl,09:18AM MST,09:21AM MST ,0:03,GUARDIAN FLIGHT LLC                               
N911WN,14-Nov-20,PC12,Rapid City Rgnl,Western Neb Rgnl,11:04AM MST,11:51AM MST,0:46,GUARDIAN FLIGHT LLC                               
N911WN,14-Nov-20,PC12,Western Neb Rgnl,Rapid City Rgnl,08:30AM MST,09:19AM MST,0:49,GUARDIAN FLIGHT LLC                               
N911WN,14-Nov-20,PC12,Iowa City Muni,Western Neb Rgnl,02:23AM CST,03:54AM MST,2:30,GUARDIAN FLIGHT LLC                               
N911WN,13-Nov-20,PC12,Western Neb Rgnl,Iowa City Muni,10:13PM MST,01:08AM CST,1:54,GUARDIAN FLIGHT LLC                               
N911WN,13-Nov-20,PC12,Greeley-Weld County,Western Neb Rgnl,08:20PM MST,08:49PM MST,0:28,GUARDIAN FLIGHT LLC                               
N911WN,13-Nov-20,PC12,Searle Fld,Greeley-Weld County,06:15PM MST,06:58PM MST,0:42,GUARDIAN FLIGHT LLC                               
N911WN,13-Nov-20,PC12,Western Neb Rgnl,Searle Fld,04:50PM MST,05:14PM MST,0:23,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Kearney Rgnl,Western Neb Rgnl,10:52PM CST,10:54PM MST,1:01,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Western Neb Rgnl,Kearney Rgnl,07:46PM MST,09:34PM CST,0:48,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Norfolk Rgnl/Karl Stefan Meml Fld,Western Neb Rgnl,04:38PM CST,05:03PM MST,1:24,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Alliance Muni,Norfolk Rgnl/Karl Stefan Meml Fld,01:16PM MST,03:14PM CST,0:57,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Western Neb Rgnl,Alliance Muni,11:55AM MST,12:06PM MST,0:10,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,03:35AM MST,04:01AM MST,0:25,GUARDIAN FLIGHT LLC                               
N911WN,12-Nov-20,PC12,Imperial Muni,Northern Colorado Regional,12:52AM MST,01:37AM MST,0:45,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Lincoln,Imperial Muni,11:41PM CST,11:53PM MST ,1:11,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Kimball Municipal,Lincoln,07:42PM MST,09:51PM CST,1:09,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Western Neb Rgnl,Kimball Municipal,06:24PM MST,06:37PM MST,0:12,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Greeley-Weld County,Western Neb Rgnl,08:22AM MST,08:49AM MST,0:27,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Western Neb Rgnl,Greeley-Weld County,05:56AM MST,06:27AM MST,0:30,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Chadron Muni,Western Neb Rgnl,03:36AM MST,03:57AM MST,0:21,GUARDIAN FLIGHT LLC                               
N911WN,11-Nov-20,PC12,Western Neb Rgnl,Chadron Muni,02:22AM MST,02:45AM MST,0:22,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Centennial,Western Neb Rgnl,02:11PM MST,02:52PM MST,0:41,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Rocky Mtn Metropolitan,Centennial,11:46AM MST,11:56AM MST,0:09,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Rocky Mtn Metropolitan,Western Neb Rgnl,11:46AM MST,,,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Western Neb Rgnl,Rocky Mtn Metropolitan,09:45AM MST,10:25AM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Northern Colorado Regional,Western Neb Rgnl,05:01AM MST,05:36AM MST,0:35,GUARDIAN FLIGHT LLC                               
N911WN,10-Nov-20,PC12,Western Neb Rgnl,Northern Colorado Regional,03:12AM MST,03:52AM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,7-Nov-20,PC12,Hastings Muni,Western Neb Rgnl,05:13PM CST,05:20PM MST,1:06,GUARDIAN FLIGHT LLC                               
N911WN,7-Nov-20,PC12,Western Neb Rgnl,Hastings Muni,01:39PM MST,03:40PM CST,1:01,GUARDIAN FLIGHT LLC                               
N911WN,7-Nov-20,PC12,Lincoln,Western Neb Rgnl,06:05AM CST,06:32AM MST,1:27,GUARDIAN FLIGHT LLC                               
N911WN,7-Nov-20,PC12,Western Neb Rgnl,Lincoln,01:49AM MST,04:07AM CST,1:17,GUARDIAN FLIGHT LLC                               
N911WN,6-Nov-20,PC12,Kearney Rgnl,Western Neb Rgnl,08:54PM CST,08:54PM MST,0:59,GUARDIAN FLIGHT LLC                               
N911WN,6-Nov-20,PC12,Western Neb Rgnl,Kearney Rgnl,04:53PM MST,06:52PM CST,0:58,GUARDIAN FLIGHT LLC                               
N911WN,5-Nov-20,PC12,Centennial,Western Neb Rgnl,11:56PM MST,12:36AM MST,0:40,GUARDIAN FLIGHT LLC                               
N911WN,5-Nov-20,PC12,Kit Carson County,Centennial,09:10PM MST,09:47PM MST,0:36,GUARDIAN FLIGHT LLC                               
N911WN,5-Nov-20,PC12,Western Neb Rgnl,Kit Carson County,07:15PM MST,08:00PM MST,0:45,GUARDIAN FLIGHT LLC                               
N911WN,5-Nov-20,PC12,Grand Forks Intl,Western Neb Rgnl,08:12AM CST,09:07AM MST ,1:55,GUARDIAN FLIGHT LLC                               
N12531,27-Jan-21,C172,South Valley Rgnl,Ogden-Hinckley,12:21PM MST,12:48PM MST,0:26,GUARDIAN FLIGHT LLC                               
N12531,27-Jan-21,C172,South Valley Rgnl,South Valley Rgnl,09:55AM MST,10:58AM MST,1:03,GUARDIAN FLIGHT LLC                               
N12531,30-Nov-20,C172,Blanding Muni,South Valley Rgnl,01:43PM MST,03:51PM MST,2:08,GUARDIAN FLIGHT LLC                               
N203DH,24-Jan-21,BE20,Sitka Rocky Gutierrez,Anchorage Intl,07:29PM AKST,09:46PM AKST,2:17,GUARDIAN FLIGHT LLC                               
N203DH,16-Jan-21,BE20,Ketchikan Intl,Sitka Rocky Gutierrez,08:41PM AKST,09:40PM AKST,0:58,GUARDIAN FLIGHT LLC                               
N203DH,16-Jan-21,BE20,Klawock,Ketchikan Intl,07:24PM AKST,07:44PM AKST,0:20,GUARDIAN FLIGHT LLC                               
N203DH,16-Jan-21,BE20,Sitka Rocky Gutierrez,Klawock,06:17PM AKST,07:06PM AKST,0:49,GUARDIAN FLIGHT LLC                               
N203DH,16-Jan-21,BE20,Anchorage Intl,Sitka Rocky Gutierrez,02:49PM AKST,05:21PM AKST,2:31,GUARDIAN FLIGHT LLC                               
N203DH,15-Jan-21,BE20,Juneau Intl,Anchorage Intl,10:47PM AKST,01:00AM AKST,2:13,GUARDIAN FLIGHT LLC                               
N203DH,15-Jan-21,BE20,Sitka Rocky Gutierrez,Juneau Intl,08:36PM AKST,09:04PM AKST,0:27,GUARDIAN FLIGHT LLC                               
N203DH,11-Jan-21,BE20,Klawock,Sitka Rocky Gutierrez,05:45PM AKST,06:29PM AKST,0:43,GUARDIAN FLIGHT LLC                               
N203DH,11-Jan-21,BE20,Sitka Rocky Gutierrez,Klawock,03:44PM AKST,04:36PM AKST,0:51,GUARDIAN FLIGHT LLC                               
N203DH,11-Jan-21,BE20,Ketchikan Intl,Sitka Rocky Gutierrez,04:01AM AKST,04:49AM AKST,0:47,GUARDIAN FLIGHT LLC                               
N203DH,11-Jan-21,BE20,Klawock,Ketchikan Intl,02:47AM AKST,03:08AM AKST,0:21,GUARDIAN FLIGHT LLC                               
N203DH,11-Jan-21,BE20,Sitka Rocky Gutierrez,Klawock,01:25AM AKST,02:15AM AKST,0:49,GUARDIAN FLIGHT LLC                               
N203DH,9-Jan-21,BE20,Bellingham Intl,Sitka Rocky Gutierrez,09:43PM PST,11:20PM AKST,2:36,GUARDIAN FLIGHT LLC                               
N203DH,9-Jan-21,BE20,Haines,Bellingham Intl,02:43PM AKST,07:46PM PST,4:03,GUARDIAN FLIGHT LLC                               
N203DH,9-Jan-21,BE20,Sitka Rocky Gutierrez,Juneau Intl,12:57PM AKST,01:29PM AKST ,0:32,GUARDIAN FLIGHT LLC                               
N203DH,7-Jan-21,BE20,Anchorage Intl,Sitka Rocky Gutierrez,11:49PM AKST,02:24AM AKST,2:34,GUARDIAN FLIGHT LLC                               
N203DH,7-Jan-21,BE20,Sitka Rocky Gutierrez,Anchorage Intl,07:12PM AKST,09:10PM AKST,1:58,GUARDIAN FLIGHT LLC                               
N203DH,5-Jan-21,BE20,Hoonah,Sitka Rocky Gutierrez,12:27PM AKST,12:58PM AKST,0:31,GUARDIAN FLIGHT LLC                               
N203DH,5-Jan-21,BE20,Sitka Rocky Gutierrez,Gustavus,11:22AM AKST,11:45AM AKST ,0:23,GUARDIAN FLIGHT LLC                               
N203DH,4-Jan-21,BE20,Gustavus,Sitka Rocky Gutierrez,01:56PM AKST,02:22PM AKST,0:26,GUARDIAN FLIGHT LLC                               
N203DH,4-Jan-21,BE20,Sitka Rocky Gutierrez,Gustavus,12:51PM AKST,01:18PM AKST ,0:27,GUARDIAN FLIGHT LLC                               
N203DH,4-Jan-21,BE20,Kake Airport,Sitka Rocky Gutierrez,11:41AM AKST,11:57AM AKST,0:16,GUARDIAN FLIGHT LLC                               
N203DH,4-Jan-21,BE20,Sitka Rocky Gutierrez,Kake Airport,10:42AM AKST,11:07AM AKST,0:25,GUARDIAN FLIGHT LLC                               
N203DH,1-Jan-21,BE20,Anchorage Intl,Sitka Rocky Gutierrez,08:42PM AKST,10:54PM AKST,2:11,GUARDIAN FLIGHT LLC                               
N203DH,1-Jan-21,BE20,Sitka Rocky Gutierrez,Anchorage Intl,02:22PM AKST,04:22PM AKST,2:00,GUARDIAN FLIGHT LLC                               
N203DH,1-Jan-21,BE20,Haines,Sitka Rocky Gutierrez,10:42AM AKST,11:22AM AKST ,0:40,GUARDIAN FLIGHT LLC                               
N203DH,1-Jan-21,BE20,Sitka Rocky Gutierrez,Juneau Intl,09:09AM AKST,09:38AM AKST ,0:29,GUARDIAN FLIGHT LLC                               
N203DH,31-Dec-20,BE20,Anchorage Intl,Sitka Rocky Gutierrez,04:09PM AKST,06:05PM AKST,1:56,GUARDIAN FLIGHT LLC                               
N203DH,20-Dec-20,BE20,"Near Sitka, AK",Lake Hood,08:03PM AKST,10:15PM AKST,2:11,GUARDIAN FLIGHT LLC                               
N203DH,19-Dec-20,BE20,Klawock,Sitka Rocky Gutierrez,04:49AM AKST,05:45AM AKST,0:56,GUARDIAN FLIGHT LLC                               
